Sentence,True_label,Pred_label,Pred_conf_score,Int1,Int2,Int3,flag_3_match,flag_1_match,len_of_uttr
how do i ask for a payout i am no longer employed with cherokee nation,I want to set up a withdrawal,I want to set up a withdrawal,0.5846481832664968,I want to set up a withdrawal,I have a question about my contributions,I need information about changing employers,1,1,15
how do i begin my ira withdrawals?,I want to set up a withdrawal,I want to set up a withdrawal,0.49997780715646306,I want to set up a withdrawal,I have a question about RMD,Where can I view my account history?,1,1,7
how do i cash out my pension,I want to set up a withdrawal,I want to set up a withdrawal,0.8763551148101686,I want to set up a withdrawal,How do I make a trade?,I have questions about my pension benefit,1,1,7
how do i distribute 529 funds,I want to set up a withdrawal,I want to set up a withdrawal,0.7095610976113734,I want to set up a withdrawal,How do I change my 529 funds?,What 529 plans do you offer?,1,1,6
how do i get a check,I want to set up a withdrawal,I want to set up a withdrawal,0.6710062668831672,I want to set up a withdrawal,I want to set up a deposit,I have questions about checkwriting and checks,1,1,6
how do i get a check sent to me from my cash account ? ? ?,I want to set up a withdrawal,I want to set up a withdrawal,0.8831980294892645,I want to set up a withdrawal,When will my funds be available?,I want to set up a transfer,1,1,16
how do i get a check sent to me from my cash account???,I want to set up a withdrawal,I want to set up a withdrawal,0.8831980294892645,I want to set up a withdrawal,When will my funds be available?,I want to set up a transfer,1,1,13
how do i get a lump sum payout,I want to set up a withdrawal,I want to set up a withdrawal,0.8198956746912486,I want to set up a withdrawal,Help with my retirement plan,When can I retire?,1,1,8
how do i get a withdrawal from my cash account by check,I want to set up a withdrawal,I want to set up a withdrawal,0.9329750223011961,I want to set up a withdrawal,When will my funds be available?,Where can I view my account history?,1,1,12
how do i get cash out of my account?,I want to set up a withdrawal,I want to set up a withdrawal,0.9029605964669072,I want to set up a withdrawal,How do I make a trade?,Can I view my account balance?,1,1,9
how do i get money out,I want to set up a withdrawal,I want to set up a withdrawal,0.8637369218737923,I want to set up a withdrawal,How do I make a trade?,I want to set up a transfer,1,1,6
how do i get money out of my account,I want to set up a withdrawal,I want to set up a withdrawal,0.8170718545101191,I want to set up a withdrawal,I want to set up a transfer,How much can I withdraw from my account?,1,1,9
how do i get my money out,I want to set up a withdrawal,I want to set up a withdrawal,0.8830713992532438,I want to set up a withdrawal,How do I make a trade?,How much do I need to save for retirement?,1,1,7
how do i get the money out of my 401k?,I want to set up a withdrawal,I want to set up a withdrawal,0.8529630054735308,I want to set up a withdrawal,I want to set up a transfer,I have a question about my contributions,1,1,10
how do i get the necessary forms sent to me for account 529 withdrawals,I want to set up a withdrawal,I want to set up a withdrawal,0.6161937944406395,I want to set up a withdrawal,I want to get a form,When will I receive my tax form?,1,1,14
how do i go about taking some money out of my account?,I want to set up a withdrawal,I want to set up a withdrawal,0.9230596265895704,I want to set up a withdrawal,How much can I withdraw from my account?,Help with my retirement plan,1,1,12
how do i have the money sent to me from sold stock,I want to set up a withdrawal,I want to set up a withdrawal,0.6551858209562934,I want to set up a withdrawal,When will my funds be available?,Where can I view my account history?,1,1,12
how do i liquidate my 529?,I want to set up a withdrawal,I want to set up a withdrawal,0.38459889328999386,I want to set up a withdrawal,How do I change my 529 funds?,How do I make a trade?,1,1,6
how do i make a withdraw,I want to set up a withdrawal,I want to set up a withdrawal,0.9513393508048621,I want to set up a withdrawal,How do I make a trade?,I need to set up a bank wire,1,1,6
how do i make a withdrawal,I want to set up a withdrawal,I want to set up a withdrawal,0.9491112487053731,I want to set up a withdrawal,I have a question about RMD,I need information about loans,1,1,6
how do i make a withdrawal from my 401k?,I want to set up a withdrawal,I want to set up a withdrawal,0.9446351047338669,I want to set up a withdrawal,I need information about loans,I have a question about RMD,1,1,9
how do i make a withdrawal from my fidelity ira?,I want to set up a withdrawal,I want to set up a withdrawal,0.960814501251082,I want to set up a withdrawal,I have a question about RMD,I want to make a charitable donation,1,1,10
how do i make withdrawals from my 401k account?,I want to set up a withdrawal,I want to set up a withdrawal,0.9452992946666028,I want to set up a withdrawal,I have a question about RMD,I can't find my account,1,1,9
how do i pay for college from 529 account?,I want to set up a withdrawal,I want to set up a withdrawal,0.7805574623285233,I want to set up a withdrawal,What 529 plans do you offer?,How do I change my 529 funds?,1,1,9
how do i pay my son's fall tuition bill for his college using my 529 account?,I want to set up a withdrawal,I want to set up a withdrawal,0.33155908078165613,I want to set up a withdrawal,How do I change my 529 funds?,I have a question about Billpay,1,1,16
how do i request a check,I want to set up a withdrawal,I want to set up a withdrawal,0.9466699277707894,I want to set up a withdrawal,How do I get Fidelity to reissue a check that never arrived?,I have questions about checkwriting and checks,1,1,6
how do i request a check for an account to move the funds into my 401k?,I want to set up a withdrawal,I want to set up a withdrawal,0.5874378919136429,I want to set up a withdrawal,I want to set up a transfer,I have a question about my contributions,1,1,16
how do i request a distribution from account?,I want to set up a withdrawal,I want to set up a withdrawal,0.9279927063826671,I want to set up a withdrawal,I want to set up a transfer,Where can I view my account history?,1,1,8
how do i send proceeds from a sale to my bank,I want to set up a withdrawal,I want to set up a withdrawal,0.35185455851089364,I want to set up a withdrawal,What does settlement date mean?,What is Fidelity's mailing address?,1,1,11
how do i take a loan or withdrawal from my 401k,I want to set up a withdrawal,I need information about loans,0.779061454629025,I need information about loans,I want to set up a withdrawal,I have a question about hardship withdrawals,1,0,11
how do i take a withdrawal,I want to set up a withdrawal,I want to set up a withdrawal,0.9345586870012268,I want to set up a withdrawal,Where can I view my account history?,Does Fidelity track withdrawals from my 529 plan?,1,1,6
how do i take money out of fidelity?,I want to set up a withdrawal,I want to set up a withdrawal,0.9309593622796009,I want to set up a withdrawal,I want to set up a transfer,How much can I withdraw from my account?,1,1,8
how do i with draw money from 401 online  what tab should i go thru?,I want to set up a withdrawal,I want to set up a withdrawal,0.9370232118632469,I want to set up a withdrawal,How do I make a trade?,What is a 401(k)?,1,1,16
how do i withdraw cash available from my ira,I want to set up a withdrawal,I want to set up a withdrawal,0.9502226628975806,I want to set up a withdrawal,How much cash do I have to trade with?,How much can I withdraw from my account?,1,1,9
how do i withdraw from my 401k,I want to set up a withdrawal,I want to set up a withdrawal,0.9527974139614083,I want to set up a withdrawal,I have a question about hardship withdrawals,I have a question about RMD,1,1,7
how do i withdraw from my account?,I want to set up a withdrawal,I want to set up a withdrawal,0.9686366712761453,I want to set up a withdrawal,How do I pay with my HSA?,How much can I withdraw from my account?,1,1,7
how do i withdraw funds?,I want to set up a withdrawal,I want to set up a withdrawal,0.9449343774186771,I want to set up a withdrawal,How do I make a trade?,How do I find and evaluate mutual funds?,1,1,5
how do i withdraw money from my account?,I want to set up a withdrawal,I want to set up a withdrawal,0.975950814574808,I want to set up a withdrawal,How do I pay with my HSA?,How do I set up direct debit payments from my Fidelity account?,1,1,8
how do i withdraw money from my ira,I want to set up a withdrawal,I want to set up a withdrawal,0.9289520750432028,I want to set up a withdrawal,Is this activity taxable?,How do I make a trade?,1,1,8
how do i withdraw money from this account?,I want to set up a withdrawal,I want to set up a withdrawal,0.9753893780227072,I want to set up a withdrawal,How do I pay with my HSA?,Where can I view my account history?,1,1,8
how do i withdraw my money from fidelity?,I want to set up a withdrawal,I want to set up a withdrawal,0.9624384323805942,I want to set up a withdrawal,When will my funds be available?,How do I make a trade?,1,1,8
how do i withdraw the money in my 401k account?,I want to set up a withdrawal,I want to set up a withdrawal,0.9623205804266898,I want to set up a withdrawal,I can't find my account,When will my funds be available?,1,1,10
how do i withdrawal from 529 to make tuition payment,I want to set up a withdrawal,I want to set up a withdrawal,0.7874254075270336,I want to set up a withdrawal,I want to set up a transfer,Does Fidelity track withdrawals from my 529 plan?,1,1,10
how do i withdrawal money into my personal banking account,I want to set up a withdrawal,I want to set up a withdrawal,0.8610890003316601,I want to set up a withdrawal,When will my funds be available?,I need information about automatic withdrawals,1,1,10
how do i withdrawal my funds,I want to set up a withdrawal,I want to set up a withdrawal,0.9151886932803764,I want to set up a withdrawal,Where can I view my account history?,When will my funds be available?,1,1,6
how do i withdrawal my funds?,I want to set up a withdrawal,I want to set up a withdrawal,0.9058802471441992,I want to set up a withdrawal,Where can I view my account history?,When will my funds be available?,1,1,6
how do i withdrawal?,I want to set up a withdrawal,I want to set up a withdrawal,0.8881498788703917,I want to set up a withdrawal,Where can I view my account history?,Does Fidelity track withdrawals from my 529 plan?,1,1,4
how to make a withdrawal from rollover ira,I want to set up a withdrawal,I want to set up a withdrawal,0.8400751370912416,I want to set up a withdrawal,Is this activity taxable?,I have questions about rollovers,1,1,8
how to make a withdrawl,I want to set up a withdrawal,I want to set up a withdrawal,0.8824998291322184,I want to set up a withdrawal,How do I make a trade?,Is this activity taxable?,1,1,5
how to sell 529 plan for college expense,I want to set up a withdrawal,What 529 plans do you offer?,0.7887759222192343,What 529 plans do you offer?,What are qualified expenses for a 529 account?,I want to set up a transfer,0,0,8
how to take distributions from your 529 college savings plan,I want to set up a withdrawal,I want to set up a withdrawal,0.6524399576115257,I want to set up a withdrawal,How do I change my 529 funds?,What 529 plans do you offer?,1,1,10
how to take money from 529 account,I want to set up a withdrawal,I want to set up a withdrawal,0.5648892261849785,I want to set up a withdrawal,What are the investment options within a 529 account?,Does Fidelity track withdrawals from my 529 plan?,1,1,7
how to take money out of my 401k,I want to set up a withdrawal,I want to set up a withdrawal,0.8485236044705555,I want to set up a withdrawal,I want to set up a transfer,I need information about loans,1,1,8
how to withdraw from account,I want to set up a withdrawal,I want to set up a withdrawal,0.9647065998281632,I want to set up a withdrawal,How much can I withdraw from my account?,How do I pay with my HSA?,1,1,5
how to withdraw funds?,I want to set up a withdrawal,I want to set up a withdrawal,0.9516030064498217,I want to set up a withdrawal,How do I make a trade?,How much can I withdraw from my account?,1,1,4
how to withdrawal money,I want to set up a withdrawal,I want to set up a withdrawal,0.9338345877061338,I want to set up a withdrawal,When will my funds be available?,I want to set up a transfer,1,1,4
how to withdrawn from account,I want to set up a withdrawal,I want to set up a withdrawal,0.8605145217681295,I want to set up a withdrawal,Where can I view my account history?,I need information about automatic withdrawals,1,1,5
i  need to make a withdraw of $15000.,I want to set up a withdrawal,I want to set up a withdrawal,0.8931769225461964,I want to set up a withdrawal,I have questions about rollovers,How do I make a trade?,1,1,9
i  want withraw  money from my acount what i can do ?,I want to set up a withdrawal,I want to set up a withdrawal,0.3977584384414156,I want to set up a withdrawal,How much can I withdraw from my account?,How do I make a trade?,1,1,14
i am interested in taking some money out of an individual account,I want to set up a withdrawal,I want to set up a withdrawal,0.7181031964634086,I want to set up a withdrawal,How do I authorize someone on my account?,Where can I find the terms of withdrawal for my account?,1,1,12
i am wanting to make a withdrawal.  can i withdrawal by calling and having a check mailed.,I want to set up a withdrawal,I want to set up a withdrawal,0.9231788040225484,I want to set up a withdrawal,When will my funds be available?,I have questions about checkwriting and checks,1,1,18
i exercised j&amp;j  stock options on jan 31. how do i get a check sent to me?,I want to set up a withdrawal,Where can I view my account history?,0.5660375011956837,Where can I view my account history?,I want to set up a withdrawal,I want to set up a transfer,1,0,18
i have a question about a withdrawal,I want to set up a withdrawal,I want to set up a withdrawal,0.8363345592806056,I want to set up a withdrawal,Where can I view my account history?,How can I get a quote?,1,1,7
i have a question about withdrawal,I want to set up a withdrawal,I want to set up a withdrawal,0.8425480046840841,I want to set up a withdrawal,Where can I view my account history?,How can I get a quote?,1,1,6
i have a question about withdrawals,I want to set up a withdrawal,I want to set up a withdrawal,0.8425480046840841,I want to set up a withdrawal,Where can I view my account history?,How can I get a quote?,1,1,6
"i have an ira rollover and a 401k with you.  am i able to make a withdrawl, taxfree, for the purchase of a home?",I want to set up a withdrawal,I have questions about rollovers,0.4811746085674275,I have questions about rollovers,I want to set up a withdrawal,Is this activity taxable?,1,0,25
i have recently retired and need to begin withdrawing money from my pension,I want to set up a withdrawal,I want to set up a withdrawal,0.7338731952113486,I want to set up a withdrawal,Help with my retirement plan,I have a question about RMD,1,1,13
i live in canada.  how do i get money out of my american ira,I want to set up a withdrawal,I want to set up a withdrawal,0.36243628426989677,I want to set up a withdrawal,Can I open an account if I live outside the United States?,I have a question about tax withholding,1,1,15
i need an emergency distribution from my ira,I want to set up a withdrawal,I have a question about hardship withdrawals,0.807856374056242,I have a question about hardship withdrawals,I want to make a charitable donation,I need information about automatic withdrawals,0,0,8
i need information regarding my pending withdrawl,I want to set up a withdrawal,I want to set up a withdrawal,0.6659636998495243,I want to set up a withdrawal,"What does ""pending activity"" mean?",What is Fidelity's mailing address?,1,1,7
i need instructions on withdrawing from a 529 account,I want to set up a withdrawal,I want to set up a withdrawal,0.9267280037524924,I want to set up a withdrawal,How do I change my 529 funds?,What are the investment options within a 529 account?,1,1,9
i need to know how to get the form to withdrawal money from my 401k?,I want to set up a withdrawal,I want to set up a withdrawal,0.822427762800433,I want to set up a withdrawal,When will I receive my tax form?,I need information about loans,1,1,15
i need to make a withdraw from my ira. where do i go on line to do this?,I want to set up a withdrawal,I want to set up a withdrawal,0.8984278332348381,I want to set up a withdrawal,How do I make a trade?,I need information about automatic withdrawals,1,1,18
i need to make a withdrawal,I want to set up a withdrawal,I want to set up a withdrawal,0.9407197981754134,I want to set up a withdrawal,I have a question about RMD,I need information about automatic withdrawals,1,1,6
i need to make a withdrawl.,I want to set up a withdrawal,I want to set up a withdrawal,0.9146316235898917,I want to set up a withdrawal,I need information about automatic withdrawals,How do I make a trade?,1,1,6
i need to make my withdraw before the end of year,I want to set up a withdrawal,I want to set up a withdrawal,0.8684226633890855,I want to set up a withdrawal,I have a question about RMD,How can I receive a copy of my statement?,1,1,11
i need to process a distribution,I want to set up a withdrawal,I want to set up a withdrawal,0.8352869761419502,I want to set up a withdrawal,What is Fidelity's mailing address?,I have a question about RMD,1,1,6
i need to take a withdrawl,I want to set up a withdrawal,I want to set up a withdrawal,0.9401489955639034,I want to set up a withdrawal,I have a question about RMD,When will my funds be available?,1,1,6
i need to take money from my account and pay a dental bill.  how do i do that?,I want to set up a withdrawal,I want to set up a withdrawal,0.8602674952735704,I want to set up a withdrawal,I have a question about Billpay,I want to set up a transfer,1,1,19
i need to take money out of my 401(k).,I want to set up a withdrawal,I want to set up a withdrawal,0.7920508542573932,I want to set up a withdrawal,I want to set up a transfer,I have questions about rollovers,1,1,9
i need to take my money out,I want to set up a withdrawal,I want to set up a withdrawal,0.9126566732519896,I want to set up a withdrawal,Is this activity taxable?,I want to set up a transfer,1,1,7
i need to take some money out how do i do that?,I want to set up a withdrawal,I want to set up a withdrawal,0.8384297782784543,I want to set up a withdrawal,I want to set up a transfer,How do I make a trade?,1,1,12
i need to withdraw cash,I want to set up a withdrawal,I want to set up a withdrawal,0.9647392455947232,I want to set up a withdrawal,When will my funds be available?,I have a question about RMD,1,1,5
i need to withdraw from my account online,I want to set up a withdrawal,I want to set up a withdrawal,0.9237112147914891,I want to set up a withdrawal,I am having trouble logging in,I need information about automatic withdrawals,1,1,8
i need to withdraw from my company stock plan,I want to set up a withdrawal,I want to set up a withdrawal,0.7859664193424007,I want to set up a withdrawal,I need information about a Stock Plan Services account,Is this activity taxable?,1,1,9
i need to withdraw from my employee stock plan,I want to set up a withdrawal,I want to set up a withdrawal,0.8310348892567081,I want to set up a withdrawal,I need information about a Stock Plan Services account,Is this activity taxable?,1,1,9
i need to withdraw money from a 529 plan for qualified expenses. what do i do to make sure i don't pay a penalty,I want to set up a withdrawal,Is this activity taxable?,0.41887510026529867,Is this activity taxable?,I want to set up a withdrawal,What are qualified expenses for a 529 account?,1,0,24
i need to withdraw my 401k,I want to set up a withdrawal,I want to set up a withdrawal,0.9463211086464631,I want to set up a withdrawal,I have a question about RMD,I can't find my account,1,1,6
i need to withdraw some money,I want to set up a withdrawal,I want to set up a withdrawal,0.9494312681661111,I want to set up a withdrawal,When will my funds be available?,How do I make a trade?,1,1,6
i no longer work for northrop grumman.. can i cash out my pension and 401k?,I want to set up a withdrawal,I want to set up a withdrawal,0.7311740044386658,I want to set up a withdrawal,I need information about changing employers,When can I retire?,1,1,15
i no longer work there how can i withdraw 401k,I want to set up a withdrawal,I want to set up a withdrawal,0.7420849035166365,I want to set up a withdrawal,I need information about changing employers,How do I close my account?,1,1,10
i rolled over my 401k into an ira is it possible to pull out any money?,I want to set up a withdrawal,I have questions about rollovers,0.5866629947981699,I have questions about rollovers,Is this activity taxable?,I want to set up a transfer,0,0,16
i sold stock how do i get the money,I want to set up a withdrawal,I want to set up a withdrawal,0.49804793561266825,I want to set up a withdrawal,When will my funds be available?,How do I make a trade?,1,1,9
i sold stocks and i would like to withdraw the cash value. how do i do that?,I want to set up a withdrawal,I want to set up a withdrawal,0.8980519904844625,I want to set up a withdrawal,When will my funds be available?,How do I make a trade?,1,1,17
i want a check,I want to set up a withdrawal,I want to set up a withdrawal,0.6549774104377966,I want to set up a withdrawal,I have questions about checkwriting and checks,I want to set up a deposit,1,1,4
"i want a check sent to me for $10,000.00 from my 401k account.",I want to set up a withdrawal,I want to set up a withdrawal,0.7056981516877281,I want to set up a withdrawal,When will my funds be available?,I want to set up a transfer,1,1,13
i want to cash out my pension now,I want to set up a withdrawal,I want to set up a withdrawal,0.84133608664041,I want to set up a withdrawal,How do I make a trade?,I have questions about my pension benefit,1,1,8
i want to make a withdrawal.,I want to set up a withdrawal,I want to set up a withdrawal,0.9495668393933278,I want to set up a withdrawal,I have a question about RMD,I need information about automatic withdrawals,1,1,6
i want to take a distribution,I want to set up a withdrawal,I want to set up a withdrawal,0.9148061478775854,I want to set up a withdrawal,I have a question about RMD,I need information about automatic withdrawals,1,1,6
i want to take a withdrawal,I want to set up a withdrawal,I want to set up a withdrawal,0.9597412601985005,I want to set up a withdrawal,I have a question about RMD,Where can I find the terms of withdrawal for my account?,1,1,6
i want to take out some money,I want to set up a withdrawal,I want to set up a withdrawal,0.8534489999189845,I want to set up a withdrawal,I want to set up a transfer,How do I make a trade?,1,1,7
i want to take some money,I want to set up a withdrawal,I want to set up a withdrawal,0.8248528578877284,I want to set up a withdrawal,I want to set up a transfer,How do I make a trade?,1,1,6
i want to waithdraw,I want to set up a withdrawal,I want to set up a withdrawal,0.8850625951590722,I want to set up a withdrawal,How do I rebalance my portfolio?,How can I update or cancel my order?,1,1,4
i want to withdraw $50000 from my ira. i want the funds to come equally from my foreign acct my domestic acc,I want to set up a withdrawal,I want to set up a withdrawal,0.8409594921894401,I want to set up a withdrawal,I need information about automatic withdrawals,How much can I withdraw from my account?,1,1,22
i want to withdraw money,I want to set up a withdrawal,I want to set up a withdrawal,0.9651981644160668,I want to set up a withdrawal,How do I make a trade?,How much can I withdraw from my account?,1,1,5
i want to withdraw money out of my 529 account,I want to set up a withdrawal,I want to set up a withdrawal,0.9503746850063549,I want to set up a withdrawal,What are the investment options within a 529 account?,How much can I withdraw from my account?,1,1,10
i want to withdraw my pension in one withdrawal,I want to set up a withdrawal,I want to set up a withdrawal,0.9646066524773095,I want to set up a withdrawal,How much can I withdraw from my account?,I have a question about RMD,1,1,9
i want to withdraw my savings,I want to set up a withdrawal,I want to set up a withdrawal,0.9460734674309312,I want to set up a withdrawal,How much do I need to save for retirement?,How do I set up direct deposit?,1,1,6
i want to withdraw the balance of my acct. how can i do that?,I want to set up a withdrawal,I want to set up a withdrawal,0.6806214766120622,I want to set up a withdrawal,How much can I withdraw from my account?,Can I view my account balance?,1,1,14
i want to withdraw the funds from the individual account,I want to set up a withdrawal,I want to set up a withdrawal,0.9301084247284773,I want to set up a withdrawal,How much can I withdraw from my account?,When will my funds be available?,1,1,10
i will be purchasing a home with the funds from individual - todbrokerage: a.,I want to set up a withdrawal,I want to set up a withdrawal,0.37528348294664743,I want to set up a withdrawal,How do I make a trade?,When will my funds be available?,1,1,14
i wish to make a withdrawal from my annunity,I want to set up a withdrawal,I want to set up a withdrawal,0.9194277832972843,I want to set up a withdrawal,I need information about automatic withdrawals,I have a question about RMD,1,1,9
i would like a distribution,I want to set up a withdrawal,I want to set up a withdrawal,0.8798998225473295,I want to set up a withdrawal,I want to contact you,How do I reinvest dividends and capital gains?,1,1,5
i would like to inquire more about withdrawing funds from my account,I want to set up a withdrawal,I want to set up a withdrawal,0.8766707422769844,I want to set up a withdrawal,Is this activity taxable?,When will my funds be available?,1,1,12
i would like to make a cash withdraw from y account how can i do this,I want to set up a withdrawal,I want to set up a withdrawal,0.6563375009668808,I want to set up a withdrawal,How do I make a trade?,I need information about automatic withdrawals,1,1,16
i would like to make a withdraw from my joint tenant account,I want to set up a withdrawal,I want to set up a withdrawal,0.945890948526446,I want to set up a withdrawal,I need to change the ownership of a personal account,I need to set up a bank wire,1,1,12
i would like to pull out some money,I want to set up a withdrawal,I want to set up a withdrawal,0.6981012030570501,I want to set up a withdrawal,How do I make a trade?,Is this activity taxable?,1,1,8
i would like to take my funds out of my ira,I want to set up a withdrawal,I want to set up a withdrawal,0.6649705079447115,I want to set up a withdrawal,How do I make a trade?,I have a question about RMD,1,1,11
i would like to withdraw cas from my ira should i call fidelity?,I want to set up a withdrawal,I want to set up a withdrawal,0.8948157964369338,I want to set up a withdrawal,Is this activity taxable?,I want to contact you,1,1,13
i would like to withdraw funds,I want to set up a withdrawal,I want to set up a withdrawal,0.9394302508239062,I want to set up a withdrawal,How do I connect a bank account to my Fidelity account?,How do I make a trade?,1,1,6
i would like to withdraw money,I want to set up a withdrawal,I want to set up a withdrawal,0.9438745838928619,I want to set up a withdrawal,How do I make a trade?,I over-contributed to my IRA. What should I do?,1,1,6
i would like to withdraw money from my account,I want to set up a withdrawal,I want to set up a withdrawal,0.9659908236546777,I want to set up a withdrawal,I need information about automatic withdrawals,Is this activity taxable?,1,1,9
i would like to withdraw money from my ira account.  what forms do i need to complete?,I want to set up a withdrawal,I want to set up a withdrawal,0.9099577320592793,I want to set up a withdrawal,I have questions about rollovers,I need information about automatic withdrawals,1,1,18
i would like to withdraw the money from simple ira,I want to set up a withdrawal,I want to set up a withdrawal,0.9331458723160719,I want to set up a withdrawal,Is this activity taxable?,I have questions about rollovers,1,1,10
i would like to withdwraw money,I want to set up a withdrawal,I want to set up a withdrawal,0.9343559495041532,I want to set up a withdrawal,How do I make a trade?,How do I choose a good investment?,1,1,6
i'd like to make a withdrawal from after-tax account.,I want to set up a withdrawal,I want to set up a withdrawal,0.8496102885530893,I want to set up a withdrawal,Is this activity taxable?,When will I receive my tax form?,1,1,9
i'm over 59 1/2 years old and would like to withdraw my ira,I want to set up a withdrawal,I want to set up a withdrawal,0.7617021698385534,I want to set up a withdrawal,Is this activity taxable?,I have a question about RMD,1,1,13
if i sell stock how do i get the money,I want to set up a withdrawal,How do I make a trade?,0.8439203829466612,How do I make a trade?,I want to set up a withdrawal,What happens to my money when I place a trade?,1,0,10
ira distribution to an external. account?,I want to set up a withdrawal,I want to set up a withdrawal,0.565381838086315,I want to set up a withdrawal,I want to set up a transfer,I need information about automatic withdrawals,1,1,6
ira withdraw,I want to set up a withdrawal,I want to set up a withdrawal,0.8418942254781335,I want to set up a withdrawal,I have a question about RMD,Is this activity taxable?,1,1,2
ira withdraw process,I want to set up a withdrawal,I want to set up a withdrawal,0.8752582332686214,I want to set up a withdrawal,I have a question about RMD,What is a Simplified Employee Pension (SEP) IRA?,1,1,3
lump sum pension changes,I want to set up a withdrawal,I have questions about my pension benefit,0.7745145432833203,I have questions about my pension benefit,When can I retire?,I want to set up a withdrawal,1,0,4
make a withdrawal to purchase a home,I want to set up a withdrawal,I want to set up a withdrawal,0.8421974032032391,I want to set up a withdrawal,Does Fidelity offer home loans or an equity line of credit?,Is this activity taxable?,1,1,7
need to make a withdrawal,I want to set up a withdrawal,I want to set up a withdrawal,0.9316259487788483,I want to set up a withdrawal,I have a question about RMD,I need information about automatic withdrawals,1,1,5
need to take money out,I want to set up a withdrawal,I want to set up a withdrawal,0.8922931922232494,I want to set up a withdrawal,Is this activity taxable?,I want to set up a transfer,1,1,5
need to withdraw cash,I want to set up a withdrawal,I want to set up a withdrawal,0.9494811843035761,I want to set up a withdrawal,When will my funds be available?,I over-contributed to my IRA. What should I do?,1,1,4
need to withdraw funds,I want to set up a withdrawal,I want to set up a withdrawal,0.9474931721923247,I want to set up a withdrawal,How do I find and evaluate mutual funds?,I have a question about RMD,1,1,4
no.  i just need a basic withdrawal,I want to set up a withdrawal,I want to set up a withdrawal,0.822398970876605,I want to set up a withdrawal,Where can I view my account history?,I need information about loans,1,1,8
paperwork to get my funds from this account. last day of employment was 6/29/18.,I want to set up a withdrawal,When will my funds be available?,0.29892058325714804,When will my funds be available?,How can I receive a copy of my statement?,Where can I view my account history?,0,0,14
payout account,I want to set up a withdrawal,I want to set up a withdrawal,0.606192629982022,I want to set up a withdrawal,Where can I view my account history?,How do I close my account?,1,1,2
pension can i withdraw from it,I want to set up a withdrawal,I want to set up a withdrawal,0.9136057938008231,I want to set up a withdrawal,When will my funds be available?,How much can I withdraw from my account?,1,1,6
pension payout,I want to set up a withdrawal,I want to set up a withdrawal,0.6138812091247875,I want to set up a withdrawal,When can I retire?,I have questions about my pension benefit,1,1,2
pension withdrawal,I want to set up a withdrawal,I want to set up a withdrawal,0.8360986246423582,I want to set up a withdrawal,I have questions about my pension benefit,I need a copy of the pension award letter,1,1,2
receive a check from stock sale,I want to set up a withdrawal,When will my funds be available?,0.4245727124308371,When will my funds be available?,Where can I view my account history?,I want to set up a withdrawal,1,0,6
request a disbursement,I want to set up a withdrawal,I want to set up a withdrawal,0.7626089205205117,I want to set up a withdrawal,How do I pay with my HSA?,I need information about automatic withdrawals,1,1,3
request a distribution,I want to set up a withdrawal,I want to set up a withdrawal,0.8135583890392544,I want to set up a withdrawal,How do I get Fidelity to reissue a check that never arrived?,I have a question about RMD,1,1,3
request a withdraw,I want to set up a withdrawal,I want to set up a withdrawal,0.8830797806392939,I want to set up a withdrawal,How do I pay with my HSA?,I have a question about RMD,1,1,3
requesting a check,I want to set up a withdrawal,I want to set up a withdrawal,0.5251543822195597,I want to set up a withdrawal,I have questions about checkwriting and checks,How do I get Fidelity to reissue a check that never arrived?,1,1,3
roth ira withdrawl,I want to set up a withdrawal,I want to set up a withdrawal,0.7764436074377081,I want to set up a withdrawal,What is a Roth IRA?,Where can I find the terms of withdrawal for my account?,1,1,3
take an ira withdrawal,I want to set up a withdrawal,I want to set up a withdrawal,0.8739502162755038,I want to set up a withdrawal,Is this activity taxable?,Where can I view my account history?,1,1,4
take cash out of roth ira,I want to set up a withdrawal,I want to set up a withdrawal,0.8929783609087558,I want to set up a withdrawal,I want to set up a transfer,What are the rules for a Roth IRA?,1,1,6
take money from ira,I want to set up a withdrawal,I want to set up a withdrawal,0.7695228293775985,I want to set up a withdrawal,Is this activity taxable?,I want to set up a transfer,1,1,4
take money out,I want to set up a withdrawal,I want to set up a withdrawal,0.8226712571702309,I want to set up a withdrawal,How do I make a trade?,Is this activity taxable?,1,1,3
take small  withdrawal,I want to set up a withdrawal,I want to set up a withdrawal,0.6841649455410118,I want to set up a withdrawal,I need information about automatic withdrawals,What is a Simplified Employee Pension (SEP) IRA?,1,1,4
take small withdrawal,I want to set up a withdrawal,I want to set up a withdrawal,0.6492132385565483,I want to set up a withdrawal,I need information about automatic withdrawals,Where can I view my account history?,1,1,3
taking funds,I want to set up a withdrawal,I want to set up a withdrawal,0.3795227727987227,I want to set up a withdrawal,How do I make a trade?,How do I find and evaluate mutual funds?,1,1,2
taking money out of my rollover ira,I want to set up a withdrawal,I want to set up a withdrawal,0.7479067144840021,I want to set up a withdrawal,I have questions about rollovers,Where can I find the terms of withdrawal for my account?,1,1,7
taking out money,I want to set up a withdrawal,I want to set up a withdrawal,0.8352686097015789,I want to set up a withdrawal,How do I make a trade?,Where can I find the terms of withdrawal for my account?,1,1,3
want to withdraw my account,I want to set up a withdrawal,I want to set up a withdrawal,0.9603370739688031,I want to set up a withdrawal,How do I close my account?,How much can I withdraw from my account?,1,1,5
